,Search String,Title,Media,Link,Date,Search Engine
219,Google and AI,Google Photo Stacks Are Now Available on Android,Dataquest,https://www.dqindia.com/google-photo-stacks-are-now-available-on-android/,2011-01-29 12:57:38.328041,Yahoo
220,Google and AI,Google Chrome aims to make web browsing ‘easier and safer’ with new AI features,Livemint,https://www.livemint.com/technology/tech-news/google-chrome-aims-to-make-web-easier-and-safer-with-3-new-ai-generative-features-11706064701661.html,2024-01-29 12:52:38.328041,Yahoo
221,Google and AI,"AI race propels Microsoft, Meta, and Google to new highs. Here's why",Livemint,https://www.livemint.com/companies/news/ai-race-propels-silicon-valley-tech-firms-microsoft-meta-and-google-to-new-highs-heres-why-11706157543757.html,2024-01-29 07:57:38.328041,Yahoo
222,Google and AI,Google ends contract with Australian AI data firm that's helped train Bard,Business Standard India,https://www.business-standard.com/technology/tech-news/google-ends-contract-with-australian-ai-data-firm-that-s-helped-train-bard-124012400309_1.html,2024-01-24 12:57:38.328041,Yahoo
223,Google and AI,"Google introduces Lumiere AI, its new text-to-video generation language model | - Times of India",The Times of India,https://timesofindia.indiatimes.com/gadgets-news/google-introduces-lumiere-ai-its-new-texttovideo-generation-language-model/articleshow/107205173.cms,2023-08-29 12:57:38.328041,Yahoo
224,Google and AI,"Google’s new tool can create videos from still images, AI model Lumiere can also…",DNA India,https://www.dnaindia.com/technology/report-google-s-new-tool-can-create-videos-from-still-images-ai-model-lumiere-can-also-3076110,2019-01-29 12:57:38.328041,Yahoo
225,Google and AI,Google Lumiere: Everything about multimodal AI model for videos creation,Business Standard India,https://www.business-standard.com/technology/tech-news/google-lumiere-everything-about-multimodal-ai-model-for-videos-creation-124012900193_1.html,2024-01-29 12:53:38.328041,Yahoo
226,Google and AI,"Baidu, not Google, to power AI on Samsung Galaxy S24 series phones in China",Business Standard India,https://www.business-standard.com/technology/tech-news/baidu-not-google-to-power-ai-on-samsung-galaxy-s24-series-phones-in-china-124012900138_1.html,2024-01-29 08:57:38.328041,Yahoo
227,Google and AI,Google Rolls Out New Google Photos Feature For Android Users; Check Here,Latest India News,https://zeenews.india.com/technology/google-rolls-out-new-google-photos-feature-for-android-users-check-here-2715096.html,2024-01-25 12:57:38.328041,Yahoo
228,Google and AI,Google Photos Is Now Using AI To Clean Up Your Gallery And Stack Up Calendar: Here's How - News18,News18,https://www.news18.com/tech/google-photos-is-now-using-ai-to-clean-up-your-gallery-and-arrange-them-in-order-heres-how-8757793.html,2023-09-29 12:57:38.328041,Yahoo
229,Google and AI,Google Photo Stacks Are Now Available on Android,Dataquest,https://www.dqindia.com/google-photo-stacks-are-now-available-on-android/,2020-01-29 12:57:38.328041,Yahoo
230,Google and AI,Google Chrome aims to make web browsing ‘easier and safer’ with new AI features,Livemint,https://www.livemint.com/technology/tech-news/google-chrome-aims-to-make-web-easier-and-safer-with-3-new-ai-generative-features-11706064701661.html,2024-01-29 12:53:38.328041,Yahoo
231,Google and AI,"AI race propels Microsoft, Meta, and Google to new highs. Here's why",Livemint,https://www.livemint.com/companies/news/ai-race-propels-silicon-valley-tech-firms-microsoft-meta-and-google-to-new-highs-heres-why-11706157543757.html,2024-01-29 08:57:38.328041,Yahoo
232,Google and AI,Google ends contract with Australian AI data firm that's helped train Bard,Business Standard India,https://www.business-standard.com/technology/tech-news/google-ends-contract-with-australian-ai-data-firm-that-s-helped-train-bard-124012400309_1.html,2024-01-25 12:57:38.328041,Yahoo
233,Google and AI,"Google introduces Lumiere AI, its new text-to-video generation language model | - Times of India",The Times of India,https://timesofindia.indiatimes.com/gadgets-news/google-introduces-lumiere-ai-its-new-texttovideo-generation-language-model/articleshow/107205173.cms,2023-09-29 12:57:38.328041,Yahoo
234,Google and AI,"Google’s new tool can create videos from still images, AI model Lumiere can also…",DNA India,https://www.dnaindia.com/technology/report-google-s-new-tool-can-create-videos-from-still-images-ai-model-lumiere-can-also-3076110,2020-01-29 12:57:38.328041,Yahoo
235,Google and AI,Google Lumiere: Everything about multimodal AI model for videos creation,Business Standard India,https://www.business-standard.com/technology/tech-news/google-lumiere-everything-about-multimodal-ai-model-for-videos-creation-124012900193_1.html,2024-01-29 12:53:38.328041,Yahoo
236,Google and AI,"Baidu, not Google, to power AI on Samsung Galaxy S24 series phones in China",Business Standard India,https://www.business-standard.com/technology/tech-news/baidu-not-google-to-power-ai-on-samsung-galaxy-s24-series-phones-in-china-124012900138_1.html,2024-01-29 08:57:38.328041,Yahoo
237,Google and AI,Google Rolls Out New Google Photos Feature For Android Users; Check Here,Latest India News,https://zeenews.india.com/technology/google-rolls-out-new-google-photos-feature-for-android-users-check-here-2715096.html,2024-01-25 12:57:38.328041,Yahoo
238,Google and AI,Google Photos Is Now Using AI To Clean Up Your Gallery And Stack Up Calendar: Here's How - News18,News18,https://www.news18.com/tech/google-photos-is-now-using-ai-to-clean-up-your-gallery-and-arrange-them-in-order-heres-how-8757793.html,2023-09-29 12:57:38.328041,Yahoo
239,Google and AI,Google Photo Stacks Are Now Available on Android,Dataquest,https://www.dqindia.com/google-photo-stacks-are-now-available-on-android/,2020-01-29 12:57:38.328041,Yahoo
240,Google and AI,Google Chrome aims to make web browsing ‘easier and safer’ with new AI features,Livemint,https://www.livemint.com/technology/tech-news/google-chrome-aims-to-make-web-easier-and-safer-with-3-new-ai-generative-features-11706064701661.html,2024-01-29 12:52:38.328041,Yahoo
241,Google and AI,"AI race propels Microsoft, Meta, and Google to new highs. Here's why",Livemint,https://www.livemint.com/companies/news/ai-race-propels-silicon-valley-tech-firms-microsoft-meta-and-google-to-new-highs-heres-why-11706157543757.html,2024-01-29 07:57:38.328041,Yahoo
242,Google and AI,Google ends contract with Australian AI data firm that's helped train Bard,Business Standard India,https://www.business-standard.com/technology/tech-news/google-ends-contract-with-australian-ai-data-firm-that-s-helped-train-bard-124012400309_1.html,2024-01-24 12:57:38.328041,Yahoo
243,Google and AI,"Google introduces Lumiere AI, its new text-to-video generation language model | - Times of India",The Times of India,https://timesofindia.indiatimes.com/gadgets-news/google-introduces-lumiere-ai-its-new-texttovideo-generation-language-model/articleshow/107205173.cms,2023-08-29 12:57:38.328041,Yahoo
244,Google and AI,"Google’s new tool can create videos from still images, AI model Lumiere can also…",DNA India,https://www.dnaindia.com/technology/report-google-s-new-tool-can-create-videos-from-still-images-ai-model-lumiere-can-also-3076110,2019-01-29 12:57:38.328041,Yahoo
245,Google and AI,Google Lumiere: Everything about multimodal AI model for videos creation,Business Standard India,https://www.business-standard.com/technology/tech-news/google-lumiere-everything-about-multimodal-ai-model-for-videos-creation-124012900193_1.html,2024-01-29 12:53:38.328041,Yahoo
246,Google and AI,"Baidu, not Google, to power AI on Samsung Galaxy S24 series phones in China",Business Standard India,https://www.business-standard.com/technology/tech-news/baidu-not-google-to-power-ai-on-samsung-galaxy-s24-series-phones-in-china-124012900138_1.html,2024-01-29 08:57:38.328041,Yahoo
247,Google and AI,Google Rolls Out New Google Photos Feature For Android Users; Check Here,Latest India News,https://zeenews.india.com/technology/google-rolls-out-new-google-photos-feature-for-android-users-check-here-2715096.html,2024-01-25 12:57:38.328041,Yahoo
248,Google and AI,Google Photos Is Now Using AI To Clean Up Your Gallery And Stack Up Calendar: Here's How - News18,News18,https://www.news18.com/tech/google-photos-is-now-using-ai-to-clean-up-your-gallery-and-arrange-them-in-order-heres-how-8757793.html,2023-09-29 12:57:38.328041,Yahoo
249,Google and AI,Google Photo Stacks Are Now Available on Android,Dataquest,https://www.dqindia.com/google-photo-stacks-are-now-available-on-android/,2020-01-29 12:57:38.328041,Yahoo
250,Google and AI,Google Chrome aims to make web browsing ‘easier and safer’ with new AI features,Livemint,https://www.livemint.com/technology/tech-news/google-chrome-aims-to-make-web-easier-and-safer-with-3-new-ai-generative-features-11706064701661.html,2024-01-29 12:51:38.328041,Yahoo
251,Google and AI,"AI race propels Microsoft, Meta, and Google to new highs. Here's why",Livemint,https://www.livemint.com/companies/news/ai-race-propels-silicon-valley-tech-firms-microsoft-meta-and-google-to-new-highs-heres-why-11706157543757.html,2024-01-29 06:57:38.328041,Yahoo
252,Google and AI,Google ends contract with Australian AI data firm that's helped train Bard,Business Standard India,https://www.business-standard.com/technology/tech-news/google-ends-contract-with-australian-ai-data-firm-that-s-helped-train-bard-124012400309_1.html,2024-01-23 12:57:38.328041,Yahoo
253,Google and AI,"Google introduces Lumiere AI, its new text-to-video generation language model | - Times of India",The Times of India,https://timesofindia.indiatimes.com/gadgets-news/google-introduces-lumiere-ai-its-new-texttovideo-generation-language-model/articleshow/107205173.cms,2023-07-29 12:57:38.328041,Yahoo
254,Google and AI,"Google’s new tool can create videos from still images, AI model Lumiere can also…",DNA India,https://www.dnaindia.com/technology/report-google-s-new-tool-can-create-videos-from-still-images-ai-model-lumiere-can-also-3076110,2018-01-29 12:57:38.328041,Yahoo
255,Google and AI,Google Lumiere: Everything about multimodal AI model for videos creation,Business Standard India,https://www.business-standard.com/technology/tech-news/google-lumiere-everything-about-multimodal-ai-model-for-videos-creation-124012900193_1.html,2024-01-29 12:54:38.328041,Yahoo
256,Google and AI,"Baidu, not Google, to power AI on Samsung Galaxy S24 series phones in China",Business Standard India,https://www.business-standard.com/technology/tech-news/baidu-not-google-to-power-ai-on-samsung-galaxy-s24-series-phones-in-china-124012900138_1.html,2024-01-29 09:57:38.328041,Yahoo
257,Google and AI,Google Rolls Out New Google Photos Feature For Android Users; Check Here,Latest India News,https://zeenews.india.com/technology/google-rolls-out-new-google-photos-feature-for-android-users-check-here-2715096.html,2024-01-26 12:57:38.328041,Yahoo
258,Google and AI,Google Photos Is Now Using AI To Clean Up Your Gallery And Stack Up Calendar: Here's How - News18,News18,https://www.news18.com/tech/google-photos-is-now-using-ai-to-clean-up-your-gallery-and-arrange-them-in-order-heres-how-8757793.html,2023-10-29 12:57:38.328041,Yahoo
259,Google and AI,Google Photo Stacks Are Now Available on Android,Dataquest,https://www.dqindia.com/google-photo-stacks-are-now-available-on-android/,2021-01-29 12:57:38.328041,Yahoo
260,Google and AI,Google Chrome aims to make web browsing ‘easier and safer’ with new AI features,Livemint,https://www.livemint.com/technology/tech-news/google-chrome-aims-to-make-web-easier-and-safer-with-3-new-ai-generative-features-11706064701661.html,2024-01-29 12:56:38.328041,Yahoo
261,Google and AI,"AI race propels Microsoft, Meta, and Google to new highs. Here's why",Livemint,https://www.livemint.com/companies/news/ai-race-propels-silicon-valley-tech-firms-microsoft-meta-and-google-to-new-highs-heres-why-11706157543757.html,2024-01-29 11:57:38.328041,Yahoo
262,Google and AI,Google ends contract with Australian AI data firm that's helped train Bard,Business Standard India,https://www.business-standard.com/technology/tech-news/google-ends-contract-with-australian-ai-data-firm-that-s-helped-train-bard-124012400309_1.html,2024-01-28 12:57:38.328041,Yahoo
263,Google and AI,"Google introduces Lumiere AI, its new text-to-video generation language model | - Times of India",The Times of India,https://timesofindia.indiatimes.com/gadgets-news/google-introduces-lumiere-ai-its-new-texttovideo-generation-language-model/articleshow/107205173.cms,2023-12-29 12:57:38.328041,Yahoo
264,Google and Phone,"Baidu, not Google, to power AI on Samsung Galaxy S24 series phones in China",Business Standard India,https://www.business-standard.com/technology/tech-news/baidu-not-google-to-power-ai-on-samsung-galaxy-s24-series-phones-in-china-124012900138_1.html,2023-01-29 12:57:38.328041,Yahoo
265,Google and Phone,Google Lumiere: Everything about multimodal AI model for videos creation,Business Standard India,https://www.business-standard.com/technology/tech-news/google-lumiere-everything-about-multimodal-ai-model-for-videos-creation-124012900193_1.html,2024-01-29 12:44:38.328041,Yahoo
266,Google and Phone,"Google, Facebook skim most data from apps for kids: study - The Economic Times",The Economic Times,https://economictimes.indiatimes.com/tech/technology/google-facebook-skim-most-data-from-apps-for-kids-study/articleshow/107209705.cms,2024-01-28 23:57:38.328041,Yahoo
267,Google and Phone,"Android Makes eSIM Transfer Between Phones Easier, Users In India Might Experience Delay",Latest India News,https://zeenews.india.com/technology/android-makes-esim-transfer-between-phones-easier-users-in-india-might-experience-delay-2715114.html,2024-01-16 12:57:38.328041,Yahoo
268,Google and Phone,"Google Pixel 9's design 'leaks': New camera bar, fame and more - Times of India",The Times of India,https://timesofindia.indiatimes.com/gadgets-news/google-pixel-9s-design-leaks-new-camera-bar-fame-and-more/articleshow/107147103.cms,2022-12-29 12:57:38.328041,Yahoo
269,Google and Phone,Google Pixel’s January feature drop brings new AI features to these Pixel phones | - Times of India,The Times of India,https://timesofindia.indiatimes.com/gadgets-news/google-pixels-january-feature-drop-brings-new-ai-features-to-these-pixel-phones/articleshow/107147275.cms,2011-01-29 12:57:38.328041,Yahoo
270,Google and Phone,Google Pixel 8a box leak shows you needn't pay the Earth for a decent phone,T3,https://www.t3.com/news/google-pixel-8a-box-leak-shows-you-neednt-pay-the-earth-for-a-decent-phone,2024-01-29 12:52:38.328041,Yahoo
271,Google and Phone,Samsung replaces Google's AI with Baidu’s Ernie on its Galaxy S24 phones in China | - Times of India,The Times of India,https://timesofindia.indiatimes.com/gadgets-news/samsung-replaces-googles-ai-with-baidus-ernie-on-its-galaxy-s24-phones-in-china/articleshow/107181467.cms,2024-01-29 07:57:38.328041,Yahoo
272,Google and Phone,"Screen Record on Android: See simple steps for Samsung, Pixel, OnePlus phones",The Economic Times,https://economictimes.indiatimes.com/news/international/us/screen-record-on-android-see-simple-steps-for-samsung-pixel-oneplus-phones/articleshow/107210527.cms,2024-01-24 12:57:38.328041,Yahoo
273,Google and Phone,Google Assistant To Soon Be Rebranded As Bard On Phones? Here's What We Know - News18,News18,https://www.news18.com/tech/google-assistant-to-soon-be-rebranded-as-bard-on-phones-heres-what-we-know-8750285.html,2023-08-29 12:57:38.328041,Yahoo
274,Google and Phone,"Baidu, not Google, to power AI on Samsung Galaxy S24 series phones in China",Business Standard India,https://www.business-standard.com/technology/tech-news/baidu-not-google-to-power-ai-on-samsung-galaxy-s24-series-phones-in-china-124012900138_1.html,2019-01-29 12:57:38.328041,Yahoo
275,Google and Phone,Google Lumiere: Everything about multimodal AI model for videos creation,Business Standard India,https://www.business-standard.com/technology/tech-news/google-lumiere-everything-about-multimodal-ai-model-for-videos-creation-124012900193_1.html,2024-01-29 12:53:38.328041,Yahoo
276,Google and Phone,"Google, Facebook skim most data from apps for kids: study - The Economic Times",The Economic Times,https://economictimes.indiatimes.com/tech/technology/google-facebook-skim-most-data-from-apps-for-kids-study/articleshow/107209705.cms,2024-01-29 08:57:38.328041,Yahoo
277,Google and Phone,"Android Makes eSIM Transfer Between Phones Easier, Users In India Might Experience Delay",Latest India News,https://zeenews.india.com/technology/android-makes-esim-transfer-between-phones-easier-users-in-india-might-experience-delay-2715114.html,2024-01-25 12:57:38.328041,Yahoo
278,Google and Phone,"Google Pixel 9's design 'leaks': New camera bar, fame and more - Times of India",The Times of India,https://timesofindia.indiatimes.com/gadgets-news/google-pixel-9s-design-leaks-new-camera-bar-fame-and-more/articleshow/107147103.cms,2023-09-29 12:57:38.328041,Yahoo
279,Google and Phone,Google Pixel’s January feature drop brings new AI features to these Pixel phones | - Times of India,The Times of India,https://timesofindia.indiatimes.com/gadgets-news/google-pixels-january-feature-drop-brings-new-ai-features-to-these-pixel-phones/articleshow/107147275.cms,2020-01-29 12:57:38.328041,Yahoo
280,Google and Phone,Google Pixel 8a box leak shows you needn't pay the Earth for a decent phone,T3,https://www.t3.com/news/google-pixel-8a-box-leak-shows-you-neednt-pay-the-earth-for-a-decent-phone,2024-01-29 12:53:38.328041,Yahoo
281,Google and Phone,Samsung replaces Google's AI with Baidu’s Ernie on its Galaxy S24 phones in China | - Times of India,The Times of India,https://timesofindia.indiatimes.com/gadgets-news/samsung-replaces-googles-ai-with-baidus-ernie-on-its-galaxy-s24-phones-in-china/articleshow/107181467.cms,2024-01-29 08:57:38.328041,Yahoo
282,Google and Phone,"Screen Record on Android: See simple steps for Samsung, Pixel, OnePlus phones",The Economic Times,https://economictimes.indiatimes.com/news/international/us/screen-record-on-android-see-simple-steps-for-samsung-pixel-oneplus-phones/articleshow/107210527.cms,2024-01-25 12:57:38.328041,Yahoo
283,Google and Phone,Google Assistant To Soon Be Rebranded As Bard On Phones? Here's What We Know - News18,News18,https://www.news18.com/tech/google-assistant-to-soon-be-rebranded-as-bard-on-phones-heres-what-we-know-8750285.html,2023-09-29 12:57:38.328041,Yahoo
284,Google and Phone,"Baidu, not Google, to power AI on Samsung Galaxy S24 series phones in China",Business Standard India,https://www.business-standard.com/technology/tech-news/baidu-not-google-to-power-ai-on-samsung-galaxy-s24-series-phones-in-china-124012900138_1.html,2020-01-29 12:57:38.328041,Yahoo
285,Google and Phone,Google Lumiere: Everything about multimodal AI model for videos creation,Business Standard India,https://www.business-standard.com/technology/tech-news/google-lumiere-everything-about-multimodal-ai-model-for-videos-creation-124012900193_1.html,2024-01-29 12:53:38.328041,Yahoo
286,Google and Phone,"Google, Facebook skim most data from apps for kids: study - The Economic Times",The Economic Times,https://economictimes.indiatimes.com/tech/technology/google-facebook-skim-most-data-from-apps-for-kids-study/articleshow/107209705.cms,2024-01-29 08:57:38.328041,Yahoo
287,Google and Phone,"Android Makes eSIM Transfer Between Phones Easier, Users In India Might Experience Delay",Latest India News,https://zeenews.india.com/technology/android-makes-esim-transfer-between-phones-easier-users-in-india-might-experience-delay-2715114.html,2024-01-25 12:57:38.328041,Yahoo
288,Google and Phone,"Google Pixel 9's design 'leaks': New camera bar, fame and more - Times of India",The Times of India,https://timesofindia.indiatimes.com/gadgets-news/google-pixel-9s-design-leaks-new-camera-bar-fame-and-more/articleshow/107147103.cms,2023-09-29 12:57:38.328041,Yahoo
289,Google and Phone,Google Pixel’s January feature drop brings new AI features to these Pixel phones | - Times of India,The Times of India,https://timesofindia.indiatimes.com/gadgets-news/google-pixels-january-feature-drop-brings-new-ai-features-to-these-pixel-phones/articleshow/107147275.cms,2020-01-29 12:57:38.328041,Yahoo
290,Google and Phone,Google Pixel 8a box leak shows you needn't pay the Earth for a decent phone,T3,https://www.t3.com/news/google-pixel-8a-box-leak-shows-you-neednt-pay-the-earth-for-a-decent-phone,2024-01-29 12:52:38.328041,Yahoo
291,Google and Phone,Samsung replaces Google's AI with Baidu’s Ernie on its Galaxy S24 phones in China | - Times of India,The Times of India,https://timesofindia.indiatimes.com/gadgets-news/samsung-replaces-googles-ai-with-baidus-ernie-on-its-galaxy-s24-phones-in-china/articleshow/107181467.cms,2024-01-29 07:57:38.328041,Yahoo
292,Google and Phone,"Screen Record on Android: See simple steps for Samsung, Pixel, OnePlus phones",The Economic Times,https://economictimes.indiatimes.com/news/international/us/screen-record-on-android-see-simple-steps-for-samsung-pixel-oneplus-phones/articleshow/107210527.cms,2024-01-24 12:57:38.328041,Yahoo
293,Google and Phone,Google Assistant To Soon Be Rebranded As Bard On Phones? Here's What We Know - News18,News18,https://www.news18.com/tech/google-assistant-to-soon-be-rebranded-as-bard-on-phones-heres-what-we-know-8750285.html,2023-08-29 12:57:38.328041,Yahoo
294,Google and Phone,"Baidu, not Google, to power AI on Samsung Galaxy S24 series phones in China",Business Standard India,https://www.business-standard.com/technology/tech-news/baidu-not-google-to-power-ai-on-samsung-galaxy-s24-series-phones-in-china-124012900138_1.html,2019-01-29 12:57:38.328041,Yahoo
295,Google and Phone,Google Lumiere: Everything about multimodal AI model for videos creation,Business Standard India,https://www.business-standard.com/technology/tech-news/google-lumiere-everything-about-multimodal-ai-model-for-videos-creation-124012900193_1.html,2024-01-29 12:53:38.328041,Yahoo
296,Google and Phone,"Google, Facebook skim most data from apps for kids: study - The Economic Times",The Economic Times,https://economictimes.indiatimes.com/tech/technology/google-facebook-skim-most-data-from-apps-for-kids-study/articleshow/107209705.cms,2024-01-29 08:57:38.328041,Yahoo
297,Google and Phone,"Android Makes eSIM Transfer Between Phones Easier, Users In India Might Experience Delay",Latest India News,https://zeenews.india.com/technology/android-makes-esim-transfer-between-phones-easier-users-in-india-might-experience-delay-2715114.html,2024-01-25 12:57:38.328041,Yahoo
298,Google and Phone,"Google Pixel 9's design 'leaks': New camera bar, fame and more - Times of India",The Times of India,https://timesofindia.indiatimes.com/gadgets-news/google-pixel-9s-design-leaks-new-camera-bar-fame-and-more/articleshow/107147103.cms,2023-09-29 12:57:38.328041,Yahoo
299,Google and Phone,Google Pixel’s January feature drop brings new AI features to these Pixel phones | - Times of India,The Times of India,https://timesofindia.indiatimes.com/gadgets-news/google-pixels-january-feature-drop-brings-new-ai-features-to-these-pixel-phones/articleshow/107147275.cms,2020-01-29 12:57:38.328041,Yahoo
300,Google and Phone,Google Pixel 8a box leak shows you needn't pay the Earth for a decent phone,T3,https://www.t3.com/news/google-pixel-8a-box-leak-shows-you-neednt-pay-the-earth-for-a-decent-phone,2024-01-29 12:51:38.328041,Yahoo
301,Google and Phone,Samsung replaces Google's AI with Baidu’s Ernie on its Galaxy S24 phones in China | - Times of India,The Times of India,https://timesofindia.indiatimes.com/gadgets-news/samsung-replaces-googles-ai-with-baidus-ernie-on-its-galaxy-s24-phones-in-china/articleshow/107181467.cms,2024-01-29 06:57:38.328041,Yahoo
302,Google and Phone,"Screen Record on Android: See simple steps for Samsung, Pixel, OnePlus phones",The Economic Times,https://economictimes.indiatimes.com/news/international/us/screen-record-on-android-see-simple-steps-for-samsung-pixel-oneplus-phones/articleshow/107210527.cms,2024-01-23 12:57:38.328041,Yahoo
303,Google and Phone,Google Assistant To Soon Be Rebranded As Bard On Phones? Here's What We Know - News18,News18,https://www.news18.com/tech/google-assistant-to-soon-be-rebranded-as-bard-on-phones-heres-what-we-know-8750285.html,2023-07-29 12:57:38.328041,Yahoo
304,Google and Phone,"Baidu, not Google, to power AI on Samsung Galaxy S24 series phones in China",Business Standard India,https://www.business-standard.com/technology/tech-news/baidu-not-google-to-power-ai-on-samsung-galaxy-s24-series-phones-in-china-124012900138_1.html,2018-01-29 12:57:38.328041,Yahoo
305,Google and Phone,Google Lumiere: Everything about multimodal AI model for videos creation,Business Standard India,https://www.business-standard.com/technology/tech-news/google-lumiere-everything-about-multimodal-ai-model-for-videos-creation-124012900193_1.html,2024-01-29 12:56:38.328041,Yahoo
306,Google and Phone,"Google, Facebook skim most data from apps for kids: study - The Economic Times",The Economic Times,https://economictimes.indiatimes.com/tech/technology/google-facebook-skim-most-data-from-apps-for-kids-study/articleshow/107209705.cms,2024-01-29 11:57:38.328041,Yahoo
307,Google and Phone,"Android Makes eSIM Transfer Between Phones Easier, Users In India Might Experience Delay",Latest India News,https://zeenews.india.com/technology/android-makes-esim-transfer-between-phones-easier-users-in-india-might-experience-delay-2715114.html,2024-01-28 12:57:38.328041,Yahoo
308,Google and Phone,"Google Pixel 9's design 'leaks': New camera bar, fame and more - Times of India",The Times of India,https://timesofindia.indiatimes.com/gadgets-news/google-pixel-9s-design-leaks-new-camera-bar-fame-and-more/articleshow/107147103.cms,2023-12-29 12:57:38.328041,Yahoo
309,Google and Phone,Google Pixel’s January feature drop brings new AI features to these Pixel phones | - Times of India,The Times of India,https://timesofindia.indiatimes.com/gadgets-news/google-pixels-january-feature-drop-brings-new-ai-features-to-these-pixel-phones/articleshow/107147275.cms,2023-01-29 12:57:38.328041,Yahoo
310,Google and Phone,Google Pixel 8a box leak shows you needn't pay the Earth for a decent phone,T3,https://www.t3.com/news/google-pixel-8a-box-leak-shows-you-neednt-pay-the-earth-for-a-decent-phone,2024-01-29 12:53:38.328041,Yahoo
311,Google and Phone,Samsung replaces Google's AI with Baidu’s Ernie on its Galaxy S24 phones in China | - Times of India,The Times of India,https://timesofindia.indiatimes.com/gadgets-news/samsung-replaces-googles-ai-with-baidus-ernie-on-its-galaxy-s24-phones-in-china/articleshow/107181467.cms,2024-01-29 08:57:38.328041,Yahoo
312,Google and Phone,"Screen Record on Android: See simple steps for Samsung, Pixel, OnePlus phones",The Economic Times,https://economictimes.indiatimes.com/news/international/us/screen-record-on-android-see-simple-steps-for-samsung-pixel-oneplus-phones/articleshow/107210527.cms,2024-01-25 12:57:38.328041,Yahoo
313,Google and Phone,Google Assistant To Soon Be Rebranded As Bard On Phones? Here's What We Know - News18,News18,https://www.news18.com/tech/google-assistant-to-soon-be-rebranded-as-bard-on-phones-heres-what-we-know-8750285.html,2023-09-29 12:57:38.328041,Yahoo
314,Google and Phone,"Baidu, not Google, to power AI on Samsung Galaxy S24 series phones in China",Business Standard India,https://www.business-standard.com/technology/tech-news/baidu-not-google-to-power-ai-on-samsung-galaxy-s24-series-phones-in-china-124012900138_1.html,2020-01-29 12:57:38.328041,Yahoo
315,Google and Phone,Google Lumiere: Everything about multimodal AI model for videos creation,Business Standard India,https://www.business-standard.com/technology/tech-news/google-lumiere-everything-about-multimodal-ai-model-for-videos-creation-124012900193_1.html,2024-01-29 12:53:38.328041,Yahoo
316,Google and Phone,"Google, Facebook skim most data from apps for kids: study - The Economic Times",The Economic Times,https://economictimes.indiatimes.com/tech/technology/google-facebook-skim-most-data-from-apps-for-kids-study/articleshow/107209705.cms,2024-01-29 08:57:38.328041,Yahoo
317,Google and Phone,"Android Makes eSIM Transfer Between Phones Easier, Users In India Might Experience Delay",Latest India News,https://zeenews.india.com/technology/android-makes-esim-transfer-between-phones-easier-users-in-india-might-experience-delay-2715114.html,2024-01-25 12:57:38.328041,Yahoo
318,Google and Phone,"Google Pixel 9's design 'leaks': New camera bar, fame and more - Times of India",The Times of India,https://timesofindia.indiatimes.com/gadgets-news/google-pixel-9s-design-leaks-new-camera-bar-fame-and-more/articleshow/107147103.cms,2023-09-29 12:57:38.328041,Yahoo
319,Google and Phone,Google Pixel’s January feature drop brings new AI features to these Pixel phones | - Times of India,The Times of India,https://timesofindia.indiatimes.com/gadgets-news/google-pixels-january-feature-drop-brings-new-ai-features-to-these-pixel-phones/articleshow/107147275.cms,2020-01-29 12:57:38.328041,Yahoo
320,Google and Phone,Google Pixel 8a box leak shows you needn't pay the Earth for a decent phone,T3,https://www.t3.com/news/google-pixel-8a-box-leak-shows-you-neednt-pay-the-earth-for-a-decent-phone,2024-01-29 12:54:38.328041,Yahoo
321,Google and Phone,Samsung replaces Google's AI with Baidu’s Ernie on its Galaxy S24 phones in China | - Times of India,The Times of India,https://timesofindia.indiatimes.com/gadgets-news/samsung-replaces-googles-ai-with-baidus-ernie-on-its-galaxy-s24-phones-in-china/articleshow/107181467.cms,2024-01-29 09:57:38.328041,Yahoo
322,Google and Phone,"Screen Record on Android: See simple steps for Samsung, Pixel, OnePlus phones",The Economic Times,https://economictimes.indiatimes.com/news/international/us/screen-record-on-android-see-simple-steps-for-samsung-pixel-oneplus-phones/articleshow/107210527.cms,2024-01-26 12:57:38.328041,Yahoo
323,Google and Phone,Google Assistant To Soon Be Rebranded As Bard On Phones? Here's What We Know - News18,News18,https://www.news18.com/tech/google-assistant-to-soon-be-rebranded-as-bard-on-phones-heres-what-we-know-8750285.html,2023-10-29 12:57:38.328041,Yahoo
324,Google and Lawsuits,Google settles AI-related chip patent lawsuit that sought $1.67 billion,The Economic Times,https://economictimes.indiatimes.com/tech/technology/google-settles-ai-related-chip-patent-lawsuit-that-sought-1-67-billion/articleshow/107132109.cms,2021-01-29 12:57:38.328041,Yahoo
325,Google and Lawsuits,"Explained: Why are Apple, Amazon, Google and Meta facing antitrust lawsuits and huge fines?",The Economic Times,https://economictimes.indiatimes.com/tech/technology/explained-why-are-apple-amazon-google-and-meta-facing-antitrust-lawsuits-and-huge-fines/articleshow/107102982.cms,2024-01-29 12:55:38.328041,Yahoo
326,Google and Lawsuits,Google settles AI-chip IP infringement case that sought $1.6 bn damages for undisclosed amount,Firstpost,https://www.firstpost.com/tech/google-settles-ai-chip-ip-infringement-case-that-sought-1-6-bn-damages-for-undisclosed-amount-13653312.html,2024-01-29 10:57:38.343662,Yahoo
